scenario,split,wake_loss
standard,1000,0.03526657956907375
standard,1000,0.040269955440760175
standard,1000,0.033738578249579265
standard,1000,0.03617794914205641
standard,1000,0.023709153367836744
standard,1000,0.03524613328210424
standard,1000,0.056511814095249746
standard,1000,0.03686625561472201
standard,1000,0.038504499709321904
standard,1000,0.046776462296214905
standard,1000,0.0361761266924846
standard,1000,0.031391190014639636
standard,1000,0.030424520455777482
standard,1000,0.02817512188750959
standard,1000,0.025173716606917584
standard,1000,0.046040962923112105
standard,1000,0.021659722408568727
standard,1000,0.03385051789082838
standard,1000,0.03902243651354864
standard,1000,0.06081596119679955
standard,1000,0.051974159128134745
standard,1000,0.01425819714385368
standard,1000,0.018374356565384775
standard,1000,0.01556315770661476
standard,1000,0.017736547898802857
standard,1000,0.02025154123512507
standard,1000,0.07602891696085468
standard,1000,0.04999050323307286
standard,1000,0.010672263280656513
standard,1000,0.067355125988936
standard,1000,0.011274121346172561
standard,1000,0.03059322013277732
standard,1000,0.014480160768653882
standard,1000,0.0028540741515945545
standard,1000,0.09441802159570623
standard,1000,0.024928654867971023
standard,1000,0.03870235093968366
standard,1000,0.013119700271472579
standard,1000,0.0
standard,1000,0.015002843009269906
standard,1000,0.0681602690143952
standard,1000,0.0
standard,1000,0.0878558859697619
standard,1000,0.0
standard,1000,0.006863722333892319
standard,1000,0.04721228186083992
standard,1000,0.0
standard,1000,0.0970227554246692
standard,1000,0.0
standard,1000,0.0
standard,1000,0.044285677557485026
standard,1000,0.0
standard,1000,0.1147361912601943
standard,1000,0.12260269831711279
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.09941135568270165
standard,1000,0.2393181325238385
standard,1000,0.14947414792368452
standard,1000,0.009700511393989752
standard,1000,0.0
standard,1000,0.0
standard,1000,0.05786056075116286
standard,1000,0.0
standard,1000,0.0
standard,1000,0.12121823115224428
standard,1000,0.0
standard,1000,0.2945578074701003
standard,1000,0.22076823612229501
standard,1000,0.0
standard,1000,0.28895493919766524
standard,1000,0.44350648466303144
standard,1000,0.0
standard,1000,0.17023170990479985
standard,1000,0.0
standard,1000,0.9628182447618718
standard,1000,0.5116355480239838
standard,1000,0.6906853254141483
standard,1000,0.6462676866000197
standard,1000,0.6076104217536685
standard,1000,0.0
standard,1000,0.0
standard,1000,0.04784032384202208
standard,1000,0.6576444872570397
standard,1000,0.6928446571028766
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.9277275466652282
standard,1000,0.8510191175097769
standard,1000,0.7868034545324216
standard,1000,0.7930781144134478
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.050236904976843744
standard,1000,0.0030995988743953706
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.0
standard,1000,0.12040706570398563
standard,1000,0.04407025035940659
standard,1000,0.0
standard,1000,0.05115728460459634
standard,1000,0.02688444495105835
standard,1000,0.06409794957022918
standard,1000,0.1377890191965122
standard,1000,0.035087669551046696
standard,1000,0.1258880063788934
standard,1000,0.13479600226983313
standard,1000,0.1419221794764043
standard,1000,0.13435225651049754
standard,1000,0.3251835315032231
standard,1000,0.12487308710605383
standard,1000,0.1200018243186497
standard,1000,0.11826288886378844
standard,1000,0.15889911637555543
standard,1000,0.11736127275562991
standard,1000,0.15975207051252227
standard,1000,0.12562382718684584
standard,1000,0.12056330455607012
standard,1000,0.11498344919120673
standard,1000,0.20854474152300717
standard,1000,0.15711310935568368
standard,1000,0.14751271513037467
standard,1000,0.20318593602132706
standard,1000,0.20390721688366598
standard,1000,0.5221832242006113
standard,1000,0.25311758195053413
standard,1000,0.2870404748108798
standard,1000,0.36211072177403825
standard,1000,0.37817870439989076
standard,1000,0.3679482976602422
standard,1000,0.13337878510888435
standard,1000,0.28139387679078276
standard,1000,0.2069251899819784
standard,1000,0.2774424546421892
standard,1000,0.2311147167527975
standard,1000,0.301533218615201
standard,1000,0.2090533578601007
standard,1000,0.25611549259677935
standard,1000,0.17740491890640564
standard,1000,0.2844323890086936
standard,1000,0.19192729070346848
standard,1000,0.21283910392881822
standard,1000,0.19274150239730126
standard,1000,0.19010529976361545
standard,1000,0.18246794605607453
standard,1000,0.1626369404954473
standard,1000,0.18318484306212346
standard,1000,0.13200782726893512
standard,1000,0.15857717531936733
standard,1000,0.1939867466556845
standard,1000,0.11246907453500976
standard,1000,0.16731883988934004
standard,1000,0.1258540841059579
standard,1000,0.08469473099542102
standard,1000,0.22506298959751458
standard,1000,0.27858820401425954
standard,1000,0.10215666670616097
standard,1000,0.09937850232349943
standard,1000,0.10961880958394554
standard,1000,0.12857642695857185
standard,1000,0.1363708713061621
standard,1000,0.12526039371404718
standard,1000,0.1442204752288685
standard,1000,0.2243324175878696
standard,1000,0.2624723612650387
standard,1000,0.12501069911420248
standard,1000,0.13036109340603597
standard,1000,0.1543468287738866
standard,1000,0.13332787966311288
standard,1000,0.22982303945135807
standard,1000,0.17684047099225075
standard,1000,0.21475625262862452
standard,1000,0.2586135665470509
standard,1000,0.4475640559310152
standard,1000,0.18078922339764503
standard,1000,0.7868034545324216
standard,1000,0.44843154950594133
standard,1000,0.6528176509049155
standard,1000,0.04725452687763321
standard,1000,0.557406833205477
standard,1000,0.2781114139021008
standard,1000,0.3854831609154935
standard,1000,0.4347323415681804
standard,1000,0.4245738264361757
standard,1000,0.3830817125412743
standard,1000,0.34251308832228455
glaum,1000,0.11473005581839524
glaum,1000,0.12205702383469463
glaum,1000,0.11431185138171729
glaum,1000,0.3095488892282927
glaum,1000,0.10461323197976813
glaum,1000,0.09962919574556361
glaum,1000,0.09783801034739159
glaum,1000,0.13942698976426093
glaum,1000,0.09692751340101702
glaum,1000,0.14028772861799232
glaum,1000,0.10538135226570566
glaum,1000,0.10020367467848601
glaum,1000,0.09448254062754646
glaum,1000,0.190209979198241
glaum,1000,0.13758745740631106
glaum,1000,0.12776504179957082
glaum,1000,0.18473908304384212
glaum,1000,0.185477062107963
glaum,1000,0.5110966390824916
glaum,1000,0.23582668463826517
glaum,1000,0.2705349183271113
glaum,1000,0.3473307167022849
glaum,1000,0.3637707407499863
glaum,1000,0.35331581894994846
glaum,1000,0.113303421588688
glaum,1000,0.18855247759924487
glaum,1000,0.26070222424096057
