scenario,split,region,tech,available_cf,dispatch_cf,curtailment_cf
base,10000,DE2 0AC,offwind-ac,0.409636022114586,0.2841956106281961,0.1254404114863899
base,10000,DE2 0AC,offwind-ac,0.47798537104636174,0.33833074702353816,0.13965462402282358
base,10000,DE2 0AC,offwind-ac,0.5164204261347695,0.5002424306352804,0.016177995499489062
base,10000,DK0 0AC,offwind-ac,0.5217066784373756,0.3553607533534704,0.16634592508390522
base,10000,DK0 0AC,offwind-ac,0.5459988288903339,0.3812896477205242,0.1647091811698097
base,10000,DK0 0AC,offwind-ac,0.5244934825077313,0.3486591924120098,0.1758342900957215
base,10000,DK2 0AC,offwind-ac,0.5752685969016176,0.40888255384599914,0.16638604305561844
base,10000,DK2 0AC,offwind-ac,0.4867290509768056,0.28402058561231047,0.2027084653644951
base,10000,DK2 0AC,offwind-ac,0.5306382902109446,0.37391577812194554,0.156722512088999
base,10000,DK2 0AC,offwind-ac,0.4669660707186627,0.2935167257549145,0.1734493449637482
base,10000,DK2 0AC,offwind-ac,0.5444163327529066,0.4375175861509725,0.10689874660193405
base,10000,ES2 0AC,offwind-ac,0.29415984869915823,0.2094105879930882,0.08474926070607003
base,10000,ES7 0AC,offwind-ac,0.1658499122450179,0.09632572941698046,0.06952418282803745
base,10000,FR2 0AC,offwind-ac,0.5214130908526362,0.4945611042521495,0.02685198660048671
base,10000,FR2 0AC,offwind-ac,0.5227168012403905,0.40407293670730837,0.11864386453308218
base,10000,FR2 0AC,offwind-ac,0.521106169658718,0.4505775250608212,0.07052864459789682
base,10000,FR2 0AC,offwind-ac,0.5391330195469624,0.5152583850899999,0.023874634456962474
base,10000,FR2 0AC,offwind-ac,0.46106808295854823,0.33694773801973626,0.12412034493881197
base,10000,FR2 0AC,offwind-ac,0.2768755462871847,0.18782427812077748,0.08905126816640721
base,10000,FR2 0AC,offwind-ac,0.35801407088024495,0.22731972975859596,0.130694341121649
base,10000,GB1 0AC,offwind-ac,0.4985776418573697,0.4236612548727102,0.07491638698465947
base,10000,GB1 0AC,offwind-ac,0.5398306949423459,0.3905924166557844,0.1492382782865615
base,10000,GB1 0AC,offwind-ac,0.5236299445551154,0.3751106340072797,0.14851931054783568
