scenario,split,density_mw_per_km2,wake_loss
new_more,100000,0.036891047123414074,0.11144776173520789
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.4592786519693192,0.1536796798077802
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.19620328815629737,0.1536796798077802
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.6491713986295988,0.1536796798077802
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.256283850614945,0.16236531979064428
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563000000001,0.1536796798077802
new_more,100000,0.15868550990589186,0.16236531979064428
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899562999999998,0.1536796798077802
new_more,100000,0.03615639887214245,0.16236531979064428
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899562999999998,0.1536796798077802
new_more,100000,0.22118921346353174,0.16236531979064428
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.522981683195933,0.16236531979064428
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.14529355173195024,0.17262912000001066
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.5030535279400397,0.17262912000001066
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.6672034219442458,0.18425954999999994
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.819166301570903,0.18425954999999994
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.804788128691858,0.18425954999999994
new_more,100000,0.0370257,0.11144776173520789
new_more,100000,0.7899563,0.1536796798077802
new_more,100000,0.683938,0.16236531979064428
new_more,100000,0.7823199999999999,0.17262912000001066
new_more,100000,0.8791700000000002,0.18425954999999994
new_more,100000,1.5098679891202806,0.19620686999999992
new_more,10000,0.017699853739633852,0.11144776173520789
new_more,10000,0.016164388602885486,0.11144776173520789
new_more,10000,0.036891047123414074,0.11144776173520789
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.0198357659992079,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.44516077394320624,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.24163030496402274,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.3097513931276276,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.5267183547102965,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.20699292605181316,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7048724525976056,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.550621114431681,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.35419733602988557,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.5023643176372886,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.6796493225131813,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.6566033866077494,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.6776708852266844,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.4592786519693192,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.6548815401283384,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.6134518216067625,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.19620328815629737,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.5253659688894607,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.22398818787934777,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.36407854882070084,0.1536796798077802
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.3421391191107312,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.19542538433354814,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.09733477501451204,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.5229816831959324,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.11571714278931243,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.49489398198020146,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.16415960802545432,0.16236531979064428
new_more,10000,0.037025699999999995,0.11144776173520789
new_more,10000,0.7899562999999998,0.1536796798077802
new_more,10000,0.26639143548697136,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563000000001,0.1536796798077802
new_more,10000,0.2961682696135223,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.6728587529329159,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563000000001,0.1536796798077802
new_more,10000,0.4723616967835743,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.25221744736794727,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.16314232688401537,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.2619244558816168,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.5503723922278785,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.3855215642195624,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563000000001,0.1536796798077802
new_more,10000,0.4113408931069128,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.21411817892163432,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.1467858677029816,0.16236531979064428
new_more,10000,0.0370257,0.11144776173520789
new_more,10000,0.7899563,0.1536796798077802
new_more,10000,0.683938,0.16236531979064428
